Producto base;Descripción diseño;ID ensayo;Nombre formulación;Fecha ensayo;Resultado;Materia prima;% peso;Motivo / comentario;Producto final;Fórmula OK;Riquezas;Spec_Descripcion;Spec_Aspecto;Spec_Color;Spec_Densidad;Spec_pH;Spec_Quimica;Validacion_JSON;Fecha_Validacion
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-300;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1 (Turrax);25/09/2025;CALIDAD;AGUA INICIAL;51,17;"Repetido con turrax para eliminar puntitos; microprecipitados típicos de algas deshidratadas.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-300;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1 (Turrax);25/09/2025;CALIDAD;BIOPOL KF78;0,03;"Repetido con turrax para eliminar puntitos; microprecipitados típicos de algas deshidratadas.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-300;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1 (Turrax);25/09/2025;CALIDAD;FORMIATO DE  POTASIO LIQUIDO;7;"Repetido con turrax para eliminar puntitos; microprecipitados típicos de algas deshidratadas.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-300;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1 (Turrax);25/09/2025;CALIDAD;FOSFATO MONOPOTASICO 25KG;5;"Repetido con turrax para eliminar puntitos; microprecipitados típicos de algas deshidratadas.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-300;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1 (Turrax);25/09/2025;CALIDAD;UREA BIG BAG;11;"Repetido con turrax para eliminar puntitos; microprecipitados típicos de algas deshidratadas.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-300;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1 (Turrax);25/09/2025;CALIDAD;MOLIBDATO SODICO;0,5;"Repetido con turrax para eliminar puntitos; microprecipitados típicos de algas deshidratadas.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-300;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1 (Turrax);25/09/2025;CALIDAD;GLICINA;3;"Repetido con turrax para eliminar puntitos; microprecipitados típicos de algas deshidratadas.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-300;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1 (Turrax);25/09/2025;CALIDAD;KELIK BORO;3;"Repetido con turrax para eliminar puntitos; microprecipitados típicos de algas deshidratadas.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-300;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1 (Turrax);25/09/2025;CALIDAD;MANITOL;0,2;"Repetido con turrax para eliminar puntitos; microprecipitados típicos de algas deshidratadas.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-300;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1 (Turrax);25/09/2025;CALIDAD;SACAROSA;5;"Repetido con turrax para eliminar puntitos; microprecipitados típicos de algas deshidratadas.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-300;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1 (Turrax);25/09/2025;CALIDAD;BIOATLANTIS MI-100;2;"Repetido con turrax para eliminar puntitos; microprecipitados típicos de algas deshidratadas.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-300;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1 (Turrax);25/09/2025;CALIDAD;MONOETANOLAMINA;0,955;"Repetido con turrax para eliminar puntitos; microprecipitados típicos de algas deshidratadas.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-300;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1 (Turrax);25/09/2025;CALIDAD;AGUA ;9,045;"Repetido con turrax para eliminar puntitos; microprecipitados típicos de algas deshidratadas.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-300;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1 (Turrax);25/09/2025;CALIDAD;MONOPROPILENGLICOL;2;"Repetido con turrax para eliminar puntitos; microprecipitados típicos de algas deshidratadas.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-300;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1 (Turrax);25/09/2025;CALIDAD;GOMA XANTANA;0,1;"Repetido con turrax para eliminar puntitos; microprecipitados típicos de algas deshidratadas.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-251;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 2;25/09/2025;NOK;AGUA INICIAL;43,17;Modificaciones según registro. Presenta precipitados en estufa por inestabilidad térmica del sistema.;RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-251;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 2;25/09/2025;NOK;BIOPOL KF78;0,03;Modificaciones según registro. Presenta precipitados en estufa por inestabilidad térmica del sistema.;RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-251;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 2;25/09/2025;NOK;FORMIATO DE  POTASIO LIQUIDO;15;Modificaciones según registro. Presenta precipitados en estufa por inestabilidad térmica del sistema.;RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-251;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 2;25/09/2025;NOK;FOSFATO MONOPOTASICO 25KG;5;Modificaciones según registro. Presenta precipitados en estufa por inestabilidad térmica del sistema.;RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-251;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 2;25/09/2025;NOK;UREA BIG BAG;11;Modificaciones según registro. Presenta precipitados en estufa por inestabilidad térmica del sistema.;RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-251;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 2;25/09/2025;NOK;MOLIBDATO SODICO;0,5;Modificaciones según registro. Presenta precipitados en estufa por inestabilidad térmica del sistema.;RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-251;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 2;25/09/2025;NOK;GLICINA;3;Modificaciones según registro. Presenta precipitados en estufa por inestabilidad térmica del sistema.;RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-251;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 2;25/09/2025;NOK;KELIK BORO;3;Modificaciones según registro. Presenta precipitados en estufa por inestabilidad térmica del sistema.;RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-251;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 2;25/09/2025;NOK;MANITOL;0,2;Modificaciones según registro. Presenta precipitados en estufa por inestabilidad térmica del sistema.;RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-251;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 2;25/09/2025;NOK;SACAROSA;5;Modificaciones según registro. Presenta precipitados en estufa por inestabilidad térmica del sistema.;RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-251;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 2;25/09/2025;NOK;BIOATLANTIS MI-100;2;Modificaciones según registro. Presenta precipitados en estufa por inestabilidad térmica del sistema.;RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-251;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 2;25/09/2025;NOK;MONOETANOLAMINA;0,955;Modificaciones según registro. Presenta precipitados en estufa por inestabilidad térmica del sistema.;RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-251;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 2;25/09/2025;NOK;AGUA ;9,045;Modificaciones según registro. Presenta precipitados en estufa por inestabilidad térmica del sistema.;RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-251;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 2;25/09/2025;NOK;MONOPROPILENGLICOL;2;Modificaciones según registro. Presenta precipitados en estufa por inestabilidad térmica del sistema.;RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-251;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 2;25/09/2025;NOK;GOMA XANTANA;0,1;Modificaciones según registro. Presenta precipitados en estufa por inestabilidad térmica del sistema.;RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-250;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1;25/09/2025;NOK;AGUA INICIAL;51,17;"Puntitos visibles; se repite con turrax. Inestable en frío por cristalización de sales.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-250;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1;25/09/2025;NOK;BIOPOL KF78;0,03;"Puntitos visibles; se repite con turrax. Inestable en frío por cristalización de sales.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-250;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1;25/09/2025;NOK;FORMIATO DE  POTASIO LIQUIDO;7;"Puntitos visibles; se repite con turrax. Inestable en frío por cristalización de sales.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-250;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1;25/09/2025;NOK;FOSFATO MONOPOTASICO 25KG;5;"Puntitos visibles; se repite con turrax. Inestable en frío por cristalización de sales.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-250;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1;25/09/2025;NOK;UREA BIG BAG;11;"Puntitos visibles; se repite con turrax. Inestable en frío por cristalización de sales.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-250;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1;25/09/2025;NOK;MOLIBDATO SODICO;0,5;"Puntitos visibles; se repite con turrax. Inestable en frío por cristalización de sales.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-250;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1;25/09/2025;NOK;GLICINA;3;"Puntitos visibles; se repite con turrax. Inestable en frío por cristalización de sales.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-250;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1;25/09/2025;NOK;KELIK BORO;3;"Puntitos visibles; se repite con turrax. Inestable en frío por cristalización de sales.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
